Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Vasoline,Stone Temple Pilots,Thank You,1994,174760,4,0.296,0.989,10,-4.945,1,0.111,0.00141,0.000167,0.0911,0.324,168.894,43
Cyco Vision,Suicidal Tendencies,Freedumb,1990,109306,4,0.282,0.996,9,-3.991,1,0.274,0.00668,0,0.0674,0.323,185.423,58
How Will I Laugh Tomorrow,Suicidal Tendencies,How Will I Laugh Tomorrow When I Can't Even Smile Today,1988,403400,4,0.251,0.803,9,-12.197,0,0.0423,0.0131,0.0000529,0.163,0.544,100.454,39
I Saw Your Mommy...,Suicidal Tendencies,Suicidal Tendencies,1988,292800,4,0.32,0.715,4,-8.86,1,0.0536,0.00704,0,0.338,0.771,95.547,40
Institutionalized,Suicidal Tendencies,Suicidal Tendencies,1983,229960,3,0.358,0.804,0,-8.534,1,0.302,0.0404,0,0.111,0.625,91.842,56
Join The Army,Suicidal Tendencies,Join The Army,1987,217466,4,0.413,0.799,6,-9.409,0,0.0758,0.00409,0,0.05,0.736,89.147,37
Pledge Your Allegiance,Suicidal Tendencies,How Will I Laugh Tomorrow When I Can't Even Smile Today,1988,270693,4,0.424,0.711,9,-12.811,1,0.0352,0.0236,0.000324,0.133,0.441,92.493,34
Possessed To Skate,Suicidal Tendencies,Join The Army,1988,154133,4,0.161,0.902,2,-10.844,1,0.0662,0.000157,0.0438,0.348,0.437,185.65,40
Trip at the Brain,Suicidal Tendencies,How Will I Laugh Tomorrow When I Can't Even Smile Today,1988,271373,4,0.299,0.914,4,-12.181,0,0.048,0.00106,0.0119,0.102,0.637,103.469,42
War Inside My Head,Suicidal Tendencies,Join The Army,1987,230640,4,0.356,0.943,2,-9.191,1,0.0887,0.00901,0,0.372,0.317,89.789,47
You Can't Bring Me Down,Suicidal Tendencies,Lights...Camera...Revolution,1988,348093,4,0.272,0.958,0,-10.797,1,0.381,0.00195,0.0000463,0.0915,0.0382,136.867,52
Aerials,System Of A Down,Toxicity,2001,235053,4,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,79
B.Y.O.B.,System Of A Down,Mezmerize,2005,255466,4,0.538,0.981,1,-2.688,0,0.14,0.00662,0,0.219,0.711,101.414,76
Bounce,System Of A Down,Toxicity,2005,114226,4,0.46,0.977,0,-3.853,0,0.0394,0.000245,0.201,0.283,0.89,92.666,60
Chop Suey!,System Of A Down,Toxicity,2001,210240,4,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,84
Hypnotize,System Of A Down,Hypnotize,2005,189440,4,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,69
Prison Song,System Of A Down,Toxicity,2001,201160,4,0.493,0.974,1,-3.252,1,0.135,0.0202,0.0000831,0.182,0.354,99.647,67
Science,System Of A Down,Toxicity,2001,162666,4,0.504,0.849,0,-3.606,1,0.0329,0.000497,0.185,0.11,0.513,89.295,57
Spiders,System Of A Down,System Of A Down,2001,215440,4,0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,68
Suite-Pee,System Of A Down,System Of A Down,1998,151733,4,0.263,0.89,0,-2.913,1,0.177,0.0022,0.00348,0.306,0.286,190.389,64
Toxicity,System Of A Down,Toxicity,2001,218933,3,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,83
Edison's Medicine,Tesla,Psychotic Supper,1994,286905,4,0.482,0.928,7,-7.387,1,0.048,0.000682,0.00126,0.375,0.363,129.431,39
Hang Tough,Tesla,The Great Radio Controversy,1989,262493,4,0.375,0.856,11,-8.334,0,0.0614,0.041,0.00000144,0.0949,0.205,91.049,42
Heaven's Trail (No Way Out),Tesla,The Great Radio Controversy,1989,283840,4,0.488,0.862,2,-8.06,1,0.0464,0.0604,0.0000115,0.0926,0.302,109.682,41
Into the Now,Tesla,Into the Now,2004,265493,1,0.528,0.936,8,-5.061,1,0.0422,0.0000106,0.0601,0.0613,0.583,100.028,21
Little Suzi,Tesla,Mechanical Resonance,1986,297000,4,0.55,0.719,2,-9.809,1,0.0387,0.0315,0.00000253,0.115,0.358,89.975,47
Love Song,Tesla,The Great Radio Controversy,1989,323360,4,0.354,0.318,2,-9.974,1,0.034,0.343,0.0389,0.113,0.281,81.854,52
Modern Day Cowboy,Tesla,Mechanical Resonance,1986,318226,4,0.445,0.768,4,-8.836,1,0.0347,0.0127,0.00000258,0.0925,0.32,112.796,54
Signs - Live At The Trocadero / 1990,Tesla,Five Man Acoustical Jam,1990,194933,4,0.333,0.74,7,-10.479,1,0.0459,0.161,0,0.982,0.481,162.042,44
The Way It Is,Tesla,The Great Radio Controversy,1994,308866,4,0.327,0.823,7,-7.122,1,0.0394,0.019,0.000082,0.124,0.489,94.023,39
What You Give,Tesla,Psychotic Supper,1990,435226,4,0.434,0.579,0,-8.603,1,0.0295,0.123,0.0000291,0.0857,0.369,134.477,50
Disciples of the Watch,Testament,The New Order,1988,305666,4,0.324,0.871,9,-11.059,0,0.0471,0.000136,0.679,0.342,0.447,99.381,29
Electric Crown,Testament,The Ritual,1991,330226,4,0.357,0.905,1,-7.787,1,0.0523,0.00395,0.000417,0.375,0.546,81.294,45
Into the Pit,Testament,The New Order,1988,166240,4,0.372,0.839,6,-9.914,1,0.0405,0.0000185,0.0258,0.142,0.671,103.061,40
Low,Testament,Low,1994,213706,4,0.371,0.887,6,-9.101,1,0.0483,0.0000611,0.0321,0.0742,0.728,162.355,35
More Than Meets the Eye,Testament,The Formation of Damnation,2012,273226,4,0.458,0.984,11,-4.294,1,0.15,0.00000644,0.515,0.0678,0.381,155.055,53
Over the Wall,Testament,The Legacy,1987,246066,4,0.212,0.687,0,-15.09,1,0.0677,0.00000745,0.0693,0.0972,0.308,103.188,39
Practice What You Preach,Testament,Practice What you Preach,1989,294600,4,0.235,0.976,11,-10.458,0,0.0516,0.000395,0.0544,0.117,0.289,188.058,35
Souls of Black,Testament,Souls of Black,1990,202493,4,0.404,0.891,11,-11.498,1,0.0547,0.000083,0.209,0.0859,0.516,128.929,47
The New Order,Testament,The New Order,1988,266573,4,0.382,0.837,11,-10.775,1,0.0403,0.0000149,0.201,0.0554,0.58,96.933,29
The Preacher,Testament,The New Order,1989,218533,4,0.308,0.833,0,-10.005,1,0.0497,0.000112,0.0231,0.095,0.594,96.506,23
Edie (Ciao Baby),The Cult,Sonic Temple,1989,286533,4,0.478,0.808,7,-9.159,1,0.0459,0.0766,0.0011,0.209,0.29,102.109,49
Fire Woman,The Cult,Sonic Temple,1989,307960,4,0.49,0.854,7,-7.489,1,0.0407,0.000258,0.000735,0.299,0.443,132.032,59
Lil' Devil,The Cult,Electric,1987,166040,4,0.567,0.863,7,-8.155,1,0.0328,0.00277,0.00468,0.346,0.492,130.004,49
Love Removal Machine,The Cult,Electric,1987,258906,4,0.323,0.857,7,-6.972,1,0.109,0.00217,0.000502,0.0567,0.64,137.537,53
Rain,The Cult,Love,1991,236466,4,0.561,0.845,0,-6.981,1,0.0328,0.000648,0.823,0.347,0.605,122.731,56
She Sells Sanctuary,The Cult,Love,1985,252533,4,0.55,0.765,7,-8.684,1,0.0287,0.00000476,0.873,0.132,0.419,139.46,67
Spiritwalker,The Cult,Pure Cult,1985,193200,4,0.359,0.878,0,-7.678,1,0.0657,0.0000656,0.116,0.326,0.54,164.291,34
Sweet Soul Sister,The Cult,Sonic Temple,1989,308266,4,0.442,0.866,5,-9.245,1,0.0614,0.124,0.0103,0.159,0.151,93.012,49
The Witch - Edit,The Cult,Pure Cult,1985,259493,4,0.636,0.876,2,-8.502,1,0.0942,0.000133,0.0585,0.125,0.568,101.45,40
Wild Flower,The Cult,Electric,1985,217466,4,0.532,0.699,4,-9.496,1,0.0618,0.00674,0.000269,0.0925,0.837,135.425,51
Cowboy Song,Thin Lizzy,Jailbreak (Deluxe Edition),1976,314440,4,0.531,0.668,8,-9.494,1,0.115,0.218,0.00404,0.307,0.434,134.446,51
Dancing In The Moonlight (It's Caught Me In It's Spotlight),Thin Lizzy,Bad Reputation (Expanded Edition),1977,204653,4,0.671,0.461,4,-13.874,0,0.13,0.00755,0,0.103,0.784,145.187,59
Emerald - Alternate Version,Thin Lizzy,1976,1976,245506,3,0.251,0.877,1,-6.969,1,0.123,0.0488,0.0129,0.0548,0.58,179.275,22
Jailbreak,Thin Lizzy,Jailbreak (Deluxe Edition),1976,240600,4,0.616,0.761,3,-9.199,1,0.126,0.196,0.0025,0.374,0.708,145.074,57
My Sarah,Thin Lizzy,Black Rose: A Rock Legend,1980,212466,4,0.714,0.562,2,-11.811,1,0.0397,0.472,0.000318,0.0799,0.778,125.309,26
Rosalie,Thin Lizzy,Fighting,1975,176600,4,0.539,0.811,1,-11.224,0,0.0886,0.0616,0.000899,0.0644,0.553,133.829,44
Still In Love With You,Thin Lizzy,Nightlife (Deluxe Edition),1974,340040,4,0.584,0.407,0,-11.945,1,0.059,0.0412,0.0368,0.125,0.594,88.94,39
The Boys Are Back In Town,Thin Lizzy,Jailbreak (Deluxe Edition),1976,266720,4,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,72
Deified,Tony Iommi,Deified,2000,236521,4,0.419,0.918,3,-7.931,1,0.052,0.000272,0.844,0.0736,0.178,138.041,38
Scent of Dark,Tony Iommi,Scent of Dark,2000,225944,4,0.281,0.701,10,-8.798,0,0.0331,0.0000349,0.767,0.0916,0.202,108.752,30
Ænema,TOOL,Ænima,1996,399266,3,0.335,0.849,0,-6.927,1,0.321,0.00193,0.254,0.0928,0.256,181.716,61
Forty Six & 2,TOOL,Ænima,2001,363066,4,0.375,0.682,0,-6.898,0,0.0364,0.00152,0.598,0.0897,0.396,159.23,68
Jambi,TOOL,"10,000 Days",2006,448613,3,0.475,0.831,9,-7.419,0,0.0505,0.000145,0.854,0.346,0.521,110.42,62
Lateralus,TOOL,Lateralus,2001,562706,3,0.387,0.677,0,-8.399,1,0.084,0.00108,0.871,0.101,0.371,172.812,61
Parabola,TOOL,Lateralus,2001,363680,4,0.314,0.929,9,-6.238,1,0.105,0.0000203,0.516,0.139,0.285,100.935,63
Schism,TOOL,Lateralus,2001,403533,3,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,69
Sober,TOOL,Undertow,1993,306853,4,0.385,0.673,2,-8.182,1,0.0329,0.000183,0.149,0.0721,0.187,149.271,68
Stinkfist,TOOL,Ænima,1999,312120,4,0.286,0.728,0,-6.608,1,0.0616,0.000174,0.836,0.133,0.467,171.441,67
The Pot,TOOL,"10,000 Days",2006,381946,4,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,68
Vicarious,TOOL,"10,000 Days",2006,426680,5,0.506,0.877,0,-5.73,1,0.032,0.0000516,0.776,0.0712,0.302,114.589,63
A Gunshot to the Head of Trepidation,Trivium,Ascendancy,2005,355320,4,0.254,0.952,2,-3.472,0,0.0497,0.0000268,0.000391,0.209,0.481,145.024,46
Betrayer,Trivium,The Sin and the Sentence,2011,327026,4,0.462,0.976,1,-3.569,1,0.093,0.000258,0.0012,0.334,0.4,96.992,38
Down from the Sky,Trivium,Shogun (Special Edition),2008,334440,4,0.453,0.987,11,-2.298,0,0.0903,0.0000373,0.00000225,0.0576,0.336,160.035,51
In Waves,Trivium,In Waves (Special Edition),2011,302466,4,0.477,0.94,9,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,56
Like Light to the Flies,Trivium,Ascendancy,2006,340626,4,0.512,0.952,2,-3.903,0,0.0424,0.0000213,0.00232,0.346,0.453,106.028,47
Pull Harder on the Strings of Your Martyr,Trivium,Ascendancy,2005,291213,4,0.229,0.988,10,-3.475,1,0.116,0.0000151,0.000272,0.0949,0.359,144.96,51
Shogun,Trivium,Shogun (Special Edition),2008,714986,4,0.227,0.964,11,-4.329,0,0.0549,0.0000204,0.00557,0.296,0.206,139.959,40
Strife,Trivium,Vengeance Falls (Special Edition),2004,269266,4,0.461,0.987,1,-1.711,0,0.108,0.0000358,0.0000848,0.359,0.309,142.031,56
The Heart from Your Hate,Trivium,The Sin and the Sentence,2017,243853,4,0.582,0.928,10,-4.659,0,0.0635,0.00876,0.00000503,0.297,0.565,113.043,63
Until the World Goes Cold,Trivium,Silence in the Snow (Special Edition),2015,321161,4,0.517,0.887,10,-7.637,0,0.0732,0.000244,0.00258,0.151,0.531,166.008,55
Burn in Hell,Twisted Sister,Stay Hungry,1984,283000,4,0.357,0.828,4,-12.136,0,0.0482,0.00151,0.000527,0.345,0.624,107.126,48
I Am (I'm Me),Twisted Sister,You Can't Stop Rock 'N' Roll,1983,215000,3,0.375,0.639,11,-11.314,1,0.0331,0.00148,0,0.0718,0.587,138.208,33
I Wanna Rock,Twisted Sister,Stay Hungry,1984,179000,4,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,70
Leader of the Pack,Twisted Sister,Come Out and Play,1985,225000,4,0.604,0.592,8,-13.002,1,0.0347,0.0108,0.00000108,0.194,0.376,127.905,38
S.M.F.,Twisted Sister,Stay Hungry,1984,180000,4,0.406,0.744,9,-11.444,1,0.0399,0.0171,0.000156,0.118,0.389,140.612,31
Shoot 'Em Down,Twisted Sister,Under the Blade,1982,234000,4,0.514,0.934,9,-5.03,1,0.0839,0.0212,0,0.672,0.551,140.963,13
Stay Hungry,Twisted Sister,Stay Hungry,1984,183000,4,0.355,0.991,2,-3.055,1,0.162,0.0000223,0.0000954,0.122,0.273,131.478,44
The Price,Twisted Sister,Stay Hungry,1984,229000,4,0.503,0.56,5,-12.044,1,0.03,0.0382,0,0.059,0.548,77.865,56
We're Not Gonna Take It,Twisted Sister,Stay Hungry,1984,219000,4,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,72
You Can't Stop Rock 'N' Roll,Twisted Sister,You Can't Stop Rock 'N' Roll,1983,282000,4,0.24,0.979,2,-3.06,1,0.118,0.000544,0.0000121,0.178,0.308,192.099,42
Cherry - 2008 Remaster,UFO,Obsession (2008 Remaster),1977,214093,4,0.617,0.544,7,-10.902,1,0.0378,0.0665,0.00042,0.0956,0.153,132.137,23
Doctor Doctor - 2007 Remaster,UFO,Phenomenon (2007 Remaster),1974,252453,4,0.361,0.799,2,-6.962,0,0.0392,0.000173,0.0000913,0.496,0.576,143.077,60
Lights Out - 2008 Remaster,UFO,Lights Out (2008 Remaster),1977,275226,4,0.304,0.919,11,-6.071,0,0.119,0.00000325,0.74,0.332,0.536,153.833,48
Love to Love - 2008 Remaster,UFO,Lights Out (2008 Remaster),1977,436786,3,0.358,0.652,4,-8.206,0,0.0317,0.0017,0.0218,0.123,0.0625,129.864,39
Only You Can Rock Me - 2008 Remaster,UFO,Obsession (2008 Remaster),2008,248520,4,0.361,0.795,6,-7.927,0,0.0401,0.000428,0.00133,0.0775,0.517,126.568,39
Rock Bottom - 2007 Remaster,UFO,Phenomenon (2007 Remaster),1974,389333,4,0.256,0.863,5,-6.582,1,0.106,0.0000349,0.00408,0.364,0.519,158.936,52
Shoot Shoot - 2007 Remaster,UFO,Force It (2007 Remaster),1978,219893,4,0.475,0.912,2,-7.023,1,0.058,0.0000378,0.0000225,0.0806,0.592,137.805,29
Space Child - 2007 Remaster,UFO,Phenomenon (2007 Remaster),1977,241533,3,0.436,0.494,2,-7.012,1,0.0366,0.0164,0.0177,0.0726,0.624,127.618,50
Too Hot to Handle - 2008 Remaster,UFO,Lights Out (2008 Remaster),1977,217866,4,0.499,0.896,9,-6.675,1,0.0442,0.00214,0.00699,0.178,0.829,128.426,45
Ain't Talkin' 'Bout Love,Van Halen,Van Halen,1978,227000,4,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,67
Dance the Night Away,Van Halen,Van Halen II,1979,188000,4,0.548,0.843,8,-7.32,1,0.0597,0.0373,0.00000126,0.0536,0.719,129.661,64
Eruption,Van Halen,Van Halen,1978,102000,4,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,64
Hot for Teacher,Van Halen,1984,1984,282000,4,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,65
I'll Wait,Van Halen,1984,1984,280000,4,0.626,0.852,2,-4.575,0,0.036,0.232,0.00000417,0.501,0.864,115.401,54
Jump,Van Halen,1984,1984,241000,4,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,76
Panama,Van Halen,1984,1984,210000,4,0.526,0.978,8,-5.436,1,0.108,0.00122,0.0000475,0.0744,0.451,141.167,73
Runnin' with the Devil,Van Halen,Van Halen,1978,214000,4,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,69
Unchained,Van Halen,Fair Warning,1981,209000,4,0.528,0.875,1,-5.912,1,0.0436,0.0145,0,0.138,0.479,136.83,57
Why Can't This Be Love,Van Halen,5150,1986,227000,4,0.547,0.671,0,-11.274,1,0.054,0.0486,0,0.0875,0.636,88.445,38
Black Metal,Venom,In League With Satan,1982,224160,4,0.265,0.756,1,-12.136,1,0.0571,0.000939,0.0000132,0.201,0.444,80.076,44
"Bloodlust (7"" Version)",Venom,Welcome to Hell,1982,179066,4,0.0742,0.897,8,-8.852,0,0.0702,0.000379,0.127,0.0938,0.207,200.479,24
Countess Bathory,Venom,In League With Satan,1985,228200,4,0.308,0.821,1,-11.326,1,0.0411,0.0000103,0.000145,0.376,0.234,68.605,38
"In League with Satan (7"" Version)",Venom,Welcome to Hell,1982,211333,4,0.48,0.828,1,-13.317,1,0.0601,0.0921,0.00229,0.831,0.212,105.554,38
Possessed,Venom,In League With Satan,1985,291733,4,0.202,0.831,7,-9.98,1,0.106,0.00243,0.00906,0.0543,0.0916,117.144,13
Prime Evil,Venom,Prime Evil,1989,281160,4,0.437,0.731,4,-12.401,0,0.0487,0.0000118,0.908,0.343,0.34,110.743,18
Welcome to Hell,Venom,Welcome to Hell,1981,193200,4,0.16,0.976,6,-9.157,1,0.0569,0.00132,0.172,0.276,0.095,177.111,41
Witching Hour,Venom,Welcome to Hell,1984,220026,4,0.131,0.916,1,-10.552,1,0.0761,0.00276,0.286,0.173,0.0349,145.95,34
A Warrior's Call,Volbeat,Beyond Hell / Above Heaven,2010,263080,3,0.373,0.903,10,-4.49,1,0.083,0.00077,0.00000586,0.244,0.43,109.121,66
Cape Of Our Hero,Volbeat,Outlaw Gentlemen & Shady Ladies,2013,229093,4,0.515,0.954,0,-4.76,1,0.0444,0.000114,0.0000327,0.111,0.534,104.28,39
Fallen,Volbeat,Beyond Hell / Above Heaven,2016,300093,4,0.315,0.744,2,-4.609,1,0.059,0.000219,0.000433,0.106,0.532,72.55,59
For Evigt,Volbeat,Seal The Deal & Let's Boogie (Deluxe),2013,283366,4,0.506,0.893,2,-3.896,1,0.046,0.000309,0,0.118,0.415,146.971,50
Heaven Nor Hell,Volbeat,Beyond Hell / Above Heaven,2013,322613,4,0.411,0.767,3,-4.211,1,0.056,0.000621,0.00842,0.134,0.659,134.408,58
Lola Montez,Volbeat,Outlaw Gentlemen & Shady Ladies,2010,267680,4,0.513,0.875,2,-4.819,1,0.0336,0.000139,0.0000328,0.0715,0.677,151.986,56
Still Counting,Volbeat,Guitar Gangsters & Cadillac Blood,2008,261812,4,0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.424,0.322,103.89,72
The Devil's Bleeding Crown,Volbeat,Seal The Deal & Let's Boogie,2016,238653,3,0.32,0.909,7,-4.612,1,0.0412,0.0000162,0.139,0.0443,0.21,109.649,60
Blind In Texas,W.A.S.P.,The Last Command,1985,261239,4,0.197,0.857,1,-6.986,1,0.0441,0.0114,0.000482,0.0758,0.699,172.564,43
Chainsaw Charlie(Murders In The New Morgue),W.A.S.P.,The Crimson Idol,1992,523346,4,0.232,0.961,5,-7.454,0,0.161,0.0000353,0.158,0.157,0.297,154.418,38
Heaven's Hung in Black,W.A.S.P.,Dominator,1992,434240,4,0.144,0.864,10,-4.006,0,0.0951,0.0116,0.000266,0.118,0.0657,188.151,39
I Wanna Be Somebody,W.A.S.P.,W.A.S.P.,1984,223533,4,0.285,0.825,1,-7.049,0,0.0466,0.000826,0,0.268,0.516,164.611,56
Mean Man,W.A.S.P.,The Headless Children,1989,287764,4,0.297,0.987,0,-5.533,1,0.0495,0.000581,0.892,0.473,0.653,168.139,44
Scream Until You Like It - Live,W.A.S.P.,Live... In the Raw,1986,203893,4,0.492,0.955,10,-4.499,0,0.0505,0.000468,0.0000051,0.234,0.602,142.385,28
Wild Child,W.A.S.P.,The Last Command,1985,312400,4,0.372,0.857,5,-7.816,0,0.0461,0.0604,0.0000942,0.187,0.389,146.084,55
Black Sunshine,White Zombie,La Sexorcisto: Devil Music Volume 1,1992,289000,4,0.526,0.918,9,-10.879,1,0.0722,0.00213,0.0751,0.25,0.318,166.669,51
"Electric Head, Part 1 (The Agony)",White Zombie,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",1992,294626,4,0.535,0.964,1,-5.488,1,0.201,0.000123,0.659,0.622,0.0668,139.73,46
"Electric Head, Part 2 (The Ecstasy)",White Zombie,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",1992,233720,4,0.552,0.973,3,-6.091,0,0.0646,0.00000727,0.498,0.099,0.455,120.306,44
Feed The Gods,White Zombie,"Past, Present & Future",1995,270000,4,0.339,0.957,1,-4.163,1,0.117,0.0000324,0.775,0.303,0.211,125.848,43
I'm Your Boogieman,White Zombie,"Past, Present & Future",1985,267573,4,0.645,0.985,1,-3.715,1,0.111,0.00113,0.0102,0.223,0.446,113.934,38
More Human Than Human,White Zombie,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",1995,268760,4,0.673,0.911,1,-6.725,1,0.0707,0.000367,0.628,0.101,0.54,101.467,59
Super Charger Heaven,White Zombie,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",1995,217533,4,0.411,0.954,1,-5.08,1,0.113,0.0000261,0.33,0.104,0.54,183.958,52
Thunder Kiss '65,White Zombie,La Sexorcisto: Devil Music Volume 1,1992,234080,4,0.684,0.851,9,-9.792,1,0.0407,0.000613,0.0029,0.535,0.512,112.662,64
Crying in the Rain - 1987 Version; 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),1987,337000,3,0.319,0.905,4,-7.232,0,0.099,0.000509,0.0000288,0.358,0.234,128.241,35
Fool for Your Loving - 2019 Remaster,Whitesnake,Slip of the Tongue (2019 Remaster),1989,250000,4,0.489,0.897,9,-6.871,0,0.0412,0.00096,0.0000597,0.166,0.418,125.683,26
Give Me All Your Love - 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),1987,208000,1,0.196,0.936,9,-6.401,0,0.113,0.000895,0.000109,0.0827,0.152,102.731,37
Here I Go Again,Whitesnake,Saints & Sinners,1982,308000,4,0.234,0.75,4,-7.034,0,0.0738,0.369,0.000805,0.139,0.316,173.81,54
Is This Love - 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),1987,284000,4,0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,57
Love Ain't No Stranger,Whitesnake,Slide It In,1984,253000,4,0.371,0.557,11,-14.184,0,0.0502,0.0981,0.000318,0.115,0.281,125.823,37
Slide It In,Whitesnake,Slide It In,1984,200000,4,0.578,0.871,2,-12.511,1,0.0447,0.00492,0.00209,0.105,0.479,130.203,38
Slow an' Easy,Whitesnake,Slide It In,1984,369000,4,0.63,0.546,0,-14.802,1,0.0443,0.21,0.00969,0.0632,0.258,106.215,42
Still of the Night - 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),1987,397000,4,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,55
The Deeper the Love - 2019 Remaster,Whitesnake,Slip of the Tongue (2019 Remaster),1989,259000,4,0.537,0.662,9,-7.52,1,0.0286,0.000611,0.00000143,0.0863,0.471,104.977,47
Black Star,Yngwie Malmsteen,The Yngwie Malmsteen Collection,1984,291133,4,0.316,0.732,11,-14.023,1,0.0477,0.00271,0.166,0.0749,0.471,146.072,43
Dreaming (Tell Me),Yngwie Malmsteen,Odyssey,1985,319906,4,0.331,0.474,1,-11.602,0,0.0324,0.363,0.000952,0.0434,0.338,118.001,38
Facing The Animal,Yngwie Malmsteen,Facing The Animal,1999,277400,4,0.282,0.912,8,-6.945,1,0.166,0.000601,0.272,0.072,0.526,203.639,23
Far Beyond The Sun,Yngwie Malmsteen,The Yngwie Malmsteen Collection,1998,350026,4,0.152,0.762,5,-13.985,0,0.0956,0.0061,0.823,0.244,0.481,84.048,43
Heaven Tonight,Yngwie Malmsteen,Odyssey,1984,246066,4,0.433,0.888,5,-9.37,0,0.102,0.358,0,0.313,0.358,126.919,39
Rising Force,Yngwie Malmsteen,Odyssey,1984,264066,4,0.321,0.958,8,-10.495,1,0.0872,0.103,0.0000743,0.0994,0.106,117.875,46
Trilogy Suite Op: 5,Yngwie Malmsteen,Trilogy,1995,437000,4,0.272,0.724,1,-15.163,1,0.0842,0.00136,0.855,0.396,0.152,130.205,37
"You Don't Remember, I'll Never Forget",Yngwie Malmsteen,Trilogy,1995,269733,4,0.461,0.785,8,-12.12,0,0.0567,0.000957,0.648,0.612,0.424,107.01,43
